Blue,Green,Yellow,Red,Orange
777,1115,1418,1896,609
773,1116,1404,1894,617
775,1113,1418,1902,608
777,1114,1415,1905,611
777,1123,1412,1898,618
772,1123,1412,1905,611
777,1123,1430,1906,612
779,1130,1423,1906,613
765,1123,1420,1894,612
779,1123,1419,1898,617
781,1120,1419,1907,615
780,1122,1429,1904,611
778,1129,1426,1901,618
776,1127,1427,1918,615
781,1135,1425,1913,617
783,1127,1436,1915,618
782,1117,1430,1927,617
781,1131,1423,1920,617
779,1119,1427,1913,620
782,1127,1433,1918,617
784,1135,1429,1917,614
783,1134,1429,1920,623
784,1133,1436,1921,620
778,1127,1421,1930,615
785,1131,1433,1931,617
783,1128,1437,1934,617
783,1131,1437,1927,617
785,1137,1433,1929,616
788,1150,1450,1947,623
788,1139,1442,1922,618
787,1134,1440,1932,619
790,1139,1444,1928,617
787,1134,1444,1927,608
786,1136,1436,1938,621
791,1141,1447,1936,617
789,1137,1439,1942,621
792,1140,1445,1955,617
786,1153,1451,1949,622
793,1150,1447,1956,618
792,1143,1444,1939,615
798,1149,1459,1956,619
796,1151,1453,1957,619
791,1142,1454,1954,618
788,1148,1453,1953,624
796,1152,1457,1948,621
794,1161,1460,1949,620
789,1154,1455,1947,621
791,1159,1454,1954,626
793,1151,1464,1959,622
793,1151,1448,1961,622
798,1156,1462,1966,617
801,1156,1451,1958,626
793,1155,1460,1965,621
794,1154,1461,1962,623
798,1158,1461,1968,619
799,1155,1465,1966,620
795,1157,1463,1961,619
795,1159,1468,1967,624
793,1157,1464,1962,624
801,1158,1470,1970,619
807,1158,1463,1967,625
798,1155,1474,1966,623
799,1163,1467,1973,621
800,1165,1461,1975,630
804,1161,1469,1980,624
803,1163,1475,1981,622
799,1166,1468,1983,630
809,1161,1481,1986,623
801,1169,1473,1983,625
806,1161,1478,1983,618
802,1166,1473,1979,619
811,1169,1480,1990,628
803,1169,1480,1982,622
804,1167,1479,1985,623
804,1171,1482,1988,631
800,1170,1472,1994,623
804,1176,1482,1989,621
800,1169,1480,1988,626
802,1175,1475,1987,628
801,1171,1479,1990,624
803,1166,1483,1989,626
802,1179,1474,1999,620
806,1170,1479,1991,626
813,1179,1495,1998,622
803,1173,1484,2007,623
805,1179,1487,1995,622
804,1178,1487,2003,625
806,1176,1492,2003,625
803,1182,1487,1987,627
805,1182,1487,1999,627
803,1170,1478,1998,624
803,1172,1487,2002,621
806,1173,1493,1998,624
805,1177,1493,2002,622
813,1176,1488,2009,626
801,1180,1499,1998,625
807,1181,1484,2003,624
808,1182,1494,2000,629
808,1177,1494,2004,625
801,1175,1488,2012,623
806,1180,1497,2007,628
805,1179,1500,2000,627
808,1177,1494,2001,626
809,1182,1494,2002,626
811,1177,1498,2006,623
816,1178,1492,2011,622
806,1178,1491,1999,626
808,1182,1489,2013,633
807,1181,1493,2008,620
811,1173,1500,2015,623
807,1176,1492,2017,627
812,1178,1488,2014,624
816,1181,1497,2009,629
801,1187,1497,2009,624
808,1168,1486,2015,626
805,1183,1492,2007,621
813,1179,1506,2006,625
805,1179,1493,2008,627
808,1181,1498,2008,625
814,1182,1492,2015,625
811,1165,1492,2005,630
805,1175,1494,2009,632
808,1171,1491,2011,629
808,1178,1490,2010,629
806,1171,1495,2009,625
805,1180,1498,2018,633
809,1182,1490,2005,622
803,1174,1495,2020,626
804,1183,1486,2018,623
801,1175,1485,2016,624
804,1182,1500,2017,626
808,1182,1482,2007,628
809,1184,1495,2014,627
813,1171,1489,2018,630
805,1171,1489,2006,626
798,1181,1497,2016,624
804,1174,1488,2017,626
810,1183,1495,2020,624
810,1186,1487,2004,621
804,1180,1492,2017,621
809,1177,1495,2014,628
807,1183,1495,2009,620
811,1179,1506,2011,631
819,1192,1515,2048,632
813,1195,1535,2048,633
820,1203,1517,2048,628
824,1203,1510,2052,627
824,1203,1518,2047,628
810,1197,1522,2050,635
821,1201,1521,2056,625
822,1192,1518,2037,629
821,1199,1518,2052,630
827,1202,1528,2048,630
820,1200,1518,2051,633
822,1206,1515,2057,629
820,1200,1519,2055,627
817,1200,1515,2055,627
819,1197,1525,2057,635
820,1205,1523,2048,633
818,1199,1513,2055,628
818,1200,1524,2055,627
823,1200,1528,2056,628
817,1203,1527,2045,631
816,1207,1519,2053,631
821,1200,1524,2060,628
824,1204,1525,2053,634
821,1199,1537,2064,630
824,1205,1527,2050,632
820,1215,1525,2059,635
818,1202,1529,2050,630
826,1200,1523,2052,631
817,1203,1522,2069,625
827,1210,1524,2070,624
822,1201,1525,2057,641
822,1202,1531,2063,628
820,1208,1523,2061,630
818,1207,1529,2070,634
821,1207,1539,2074,634
823,1207,1537,2060,631
823,1204,1532,2070,629
823,1204,1531,2074,632
830,1211,1540,2058,633
829,1205,1535,2067,631
829,1205,1535,2071,630
834,1208,1536,2072,640
823,1207,1539,2081,625
818,1221,1537,2085,631
823,1220,1540,2074,628
825,1214,1538,2079,632
826,1208,1534,2087,628
830,1211,1546,2084,630
828,1218,1539,2083,636
828,1210,1542,2079,636
830,1217,1547,2082,632
835,1220,1546,2078,635
827,1219,1547,2087,632
840,1217,1545,2087,634
835,1218,1543,2095,637
833,1214,1542,2089,631
830,1217,1546,2085,631
830,1221,1543,2088,632
832,1221,1545,2093,633
831,1212,1555,2089,633
832,1223,1547,2092,635
840,1222,1554,2089,633
832,1229,1557,2099,635
834,1222,1556,2104,635
836,1219,1552,2100,631
839,1222,1551,2099,634
833,1223,1559,2107,635
837,1226,1557,2105,636
834,1222,1563,2107,635
838,1221,1552,2106,637
838,1217,1561,2099,629
833,1228,1559,2109,629
842,1228,1562,2112,631
834,1222,1557,2097,633
838,1231,1563,2112,632
833,1233,1567,2112,632
836,1230,1564,2108,633
839,1222,1560,2109,637
835,1222,1567,2112,633
838,1236,1560,2123,639
836,1227,1555,2110,643
830,1232,1567,2114,633
832,1237,1569,2121,636
835,1236,1566,2110,635
841,1235,1551,2111,635
841,1231,1564,2115,631
838,1236,1565,2108,637
838,1237,1577,2118,635
841,1233,1556,2118,637
838,1234,1567,2120,639
840,1239,1559,2116,640
839,1236,1568,2127,639
842,1239,1570,2125,634
839,1236,1559,2128,633
840,1242,1574,2121,637
842,1236,1571,2119,632
842,1234,1580,2126,637
836,1244,1574,2126,640
843,1236,1572,2130,630
841,1237,1574,2134,637
847,1240,1575,2129,640
840,1240,1572,2121,640
849,1240,1565,2132,636
839,1244,1583,2131,643
844,1250,1577,2134,635
848,1243,1574,2133,633
838,1237,1563,2134,638
843,1243,1573,2141,641
844,1241,1578,2135,638
843,1241,1573,2134,639
843,1247,1568,2135,641
853,1247,1577,2138,640
851,1250,1571,2145,637
847,1239,1579,2143,637
848,1250,1585,2141,644
841,1247,1580,2143,636
843,1247,1580,2149,643
844,1241,1580,2142,639
850,1238,1582,2142,638
850,1250,1574,2152,639
847,1241,1583,2134,641
841,1248,1584,2145,639
845,1240,1580,2143,636
847,1249,1586,2144,640
846,1243,1587,2145,638
842,1250,1586,2154,637
845,1239,1590,2153,638
841,1246,1588,2142,640
843,1247,1577,2155,638
845,1249,1589,2151,633
844,1248,1580,2153,634
847,1247,1581,2149,637
842,1255,1586,2156,636
846,1249,1588,2152,641
838,1248,1589,2162,642
849,1248,1583,2160,642
847,1252,1590,2156,643
846,1242,1592,2160,640
854,1259,1597,2160,642
848,1258,1594,2161,640
847,1256,1593,2164,643
844,1256,1599,2163,639
854,1253,1587,2149,644
843,1256,1598,2158,640
850,1254,1590,2163,636
850,1257,1596,2162,644
859,1266,1606,2174,644
873,1297,1641,2215,645
895,1333,1683,2289,656
904,1361,1700,2299,653
907,1343,1704,2303,660
927,1364,1716,2316,653
915,1367,1718,2327,657
911,1370,1726,2323,653
919,1367,1719,2324,666
915,1363,1731,2322,652
919,1369,1730,2329,660
910,1366,1737,2332,659
912,1362,1724,2342,656
912,1377,1727,2340,653
920,1366,1725,2340,659
910,1365,1734,2341,661
918,1369,1728,2337,659
925,1375,1739,2349,662
910,1368,1730,2330,654
915,1375,1726,2343,653
916,1373,1730,2358,654
912,1362,1728,2334,657
920,1379,1725,2350,659
922,1370,1731,2345,654
914,1372,1727,2335,661
921,1372,1722,2334,659
915,1369,1717,2330,653
920,1368,1735,2331,661
915,1365,1722,2352,660
916,1368,1721,2333,658
918,1369,1736,2329,657
917,1365,1729,2347,656
910,1369,1722,2334,655
912,1367,1724,2318,656
919,1371,1723,2340,654
918,1367,1725,2335,652
915,1368,1723,2341,652
921,1369,1727,2340,655
917,1363,1729,2339,666
915,1364,1725,2335,656
915,1360,1727,2327,659
916,1378,1727,2341,661
916,1367,1734,2336,662
915,1366,1730,2335,659
910,1365,1729,2335,659
926,1364,1732,2331,657
907,1371,1730,2352,655
915,1365,1728,2353,659
916,1369,1731,2346,656
916,1365,1732,2344,663
922,1369,1738,2343,657
918,1374,1744,2345,657
918,1373,1736,2356,660
914,1370,1732,2349,655
911,1366,1738,2351,658
916,1371,1732,2343,655
921,1383,1741,2349,655
914,1370,1730,2363,661
921,1372,1734,2355,662
923,1379,1741,2346,656
916,1374,1737,2355,663
919,1374,1743,2362,656
919,1374,1741,2364,666
928,1380,1741,2368,660
927,1385,1748,2357,660
933,1385,1746,2371,660
920,1381,1748,2372,660
919,1387,1736,2367,660
926,1381,1741,2363,664
926,1378,1756,2363,664
922,1385,1748,2364,660
925,1382,1754,2366,664
923,1389,1741,2372,663
928,1378,1741,2356,665
928,1386,1746,2381,663
925,1388,1746,2368,655
926,1381,1743,2376,660
928,1399,1760,2375,657
927,1388,1759,2380,659
927,1396,1770,2380,665
946,1408,1783,2400,668
959,1431,1807,2431,671
952,1440,1811,2439,667
957,1443,1824,2447,667
957,1439,1815,2442,662
964,1452,1824,2456,668
964,1442,1810,2464,670
960,1443,1820,2461,667
962,1446,1816,2459,662
968,1449,1825,2452,670
963,1445,1816,2458,666
963,1441,1821,2459,671
961,1443,1809,2448,670
958,1451,1820,2453,666
959,1443,1812,2469,667
959,1445,1826,2459,667
964,1442,1822,2453,670
963,1448,1830,2469,669
969,1455,1821,2463,669
973,1445,1822,2471,667
965,1451,1838,2468,671
974,1456,1833,2471,678
966,1457,1839,2474,668
973,1463,1831,2478,673
967,1455,1832,2460,668
966,1461,1838,2472,667
972,1471,1843,2476,671
968,1465,1825,2476,664
970,1466,1838,2477,672
977,1460,1843,2481,668
975,1473,1834,2482,673
977,1483,1828,2471,672
976,1467,1835,2488,664
977,1471,1846,2480,674
978,1465,1840,2486,667
979,1473,1859,2492,675
976,1468,1847,2480,672
977,1472,1845,2498,681
982,1468,1845,2492,677
976,1474,1846,2489,669
985,1481,1847,2492,674
985,1474,1839,2499,671
976,1474,1853,2498,672
978,1476,1854,2505,665
971,1468,1846,2502,678
977,1476,1858,2509,671
973,1476,1857,2504,672
976,1482,1854,2509,672
976,1482,1845,2500,673
980,1476,1856,2500,676
965,1481,1848,2503,673
971,1479,1858,2500,674
976,1484,1859,2508,680
979,1473,1855,2505,677
976,1484,1859,2510,672
976,1481,1853,2510,672
974,1480,1843,2512,671
983,1474,1856,2501,674
969,1479,1857,2500,675
978,1473,1863,2501,671
980,1471,1859,2514,670
975,1467,1857,2502,669
984,1482,1868,2508,676
984,1481,1850,2510,672
981,1479,1846,2516,673
982,1489,1867,2519,674
977,1482,1864,2508,679
975,1484,1857,2507,674
981,1483,1856,2516,672
984,1484,1858,2516,672
981,1482,1857,2510,676
977,1476,1859,2518,677
978,1487,1856,2508,673
980,1485,1854,2514,676
978,1478,1858,2514,676
981,1482,1856,2516,679
984,1472,1864,2523,675
977,1476,1862,2510,676
978,1476,1855,2506,676
977,1483,1859,2509,672
976,1483,1850,2511,682
988,1487,1861,2523,670
978,1473,1857,2523,673
981,1485,1857,2519,674
978,1483,1853,2498,677
983,1490,1875,2511,675
982,1482,1864,2502,675
982,1482,1856,2519,677
979,1485,1867,2515,680
978,1476,1878,2512,671
990,1492,1872,2522,675
977,1485,1860,2505,674
983,1481,1852,2511,671
986,1486,1878,2520,678
980,1489,1860,2518,679
982,1483,1858,2521,672
982,1479,1869,2520,671
979,1477,1862,2529,676
982,1476,1855,2522,678
985,1481,1852,2526,668
981,1482,1865,2526,683
985,1485,1856,2520,669
982,1466,1855,2514,678
980,1485,1863,2505,674
980,1472,1866,2519,672
987,1480,1865,2522,679
978,1476,1861,2523,675
986,1484,1868,2519,675
977,1479,1857,2517,674
982,1483,1865,2508,674
981,1483,1856,2525,674
981,1476,1854,2509,675
982,1490,1862,2517,672
977,1472,1857,2514,673
975,1477,1863,2515,672
977,1475,1851,2517,675
977,1474,1855,2516,678
987,1482,1864,2505,672
978,1482,1851,2517,675
982,1481,1860,2514,676
975,1474,1859,2515,676
975,1471,1858,2513,674
977,1477,1856,2514,676
976,1483,1866,2502,672
981,1473,1868,2519,675
978,1478,1860,2520,679
985,1474,1859,2509,671
981,1481,1858,2523,672
970,1478,1855,2508,678
973,1467,1854,2511,675
976,1469,1862,2511,678
984,1483,1865,2518,675
983,1477,1864,2523,673
977,1469,1860,2512,673
973,1471,1856,2526,673
976,1483,1859,2516,682
978,1474,1858,2529,677
980,1478,1855,2525,671
975,1477,1854,2517,677
983,1475,1854,2509,680
972,1471,1858,2511,675
975,1475,1859,2507,673
981,1477,1859,2514,678
976,1471,1858,2522,674
983,1476,1849,2514,675
979,1480,1861,2525,672
977,1485,1858,2515,670
983,1476,1854,2518,674
974,1482,1856,2524,670
981,1476,1856,2508,673
978,1477,1853,2515,668
983,1469,1861,2521,673
977,1477,1853,2511,668
975,1477,1861,2517,667
974,1470,1856,2514,670
974,1476,1863,2521,679
969,1468,1851,2508,669
981,1467,1852,2514,676
976,1480,1860,2526,679
976,1471,1847,2507,677
969,1463,1849,2513,671
974,1478,1858,2521,674
976,1473,1857,2520,673
975,1472,1853,2515,670
981,1476,1857,2511,675
971,1463,1846,2508,677
976,1469,1855,2519,671
980,1469,1858,2510,672
969,1470,1855,2503,673
982,1466,1854,2512,672
975,1475,1859,2509,676
979,1471,1859,2524,674
978,1463,1858,2509,676
976,1466,1847,2517,675
981,1466,1852,2521,674
976,1470,1853,2512,671
975,1458,1852,2505,677
975,1468,1852,2513,675
980,1473,1850,2509,674
980,1462,1845,2523,676
972,1470,1841,2522,672
983,1474,1850,2525,672
969,1477,1850,2510,674
970,1463,1843,2509,674
974,1462,1840,2490,669
974,1464,1862,2503,671
980,1473,1844,2517,677
973,1480,1854,2515,671
972,1471,1849,2509,670
979,1473,1852,2503,669
973,1478,1849,2513,673
986,1466,1849,2508,672
971,1465,1848,2502,675
973,1467,1848,2524,673
975,1470,1848,2511,675
980,1470,1856,2510,674
975,1469,1843,2496,671
976,1470,1856,2507,671
977,1471,1851,2492,673
971,1470,1845,2512,676
969,1462,1843,2503,677
982,1467,1855,2521,671
986,1471,1854,2496,676
979,1473,1854,2506,676
977,1466,1846,2507,675
975,1465,1843,2509,675
980,1472,1840,2513,672
976,1461,1850,2506,672
973,1468,1854,2506,678
976,1469,1847,2510,665
978,1468,1845,2509,670
981,1463,1841,2504,672
979,1474,1844,2501,671
975,1465,1853,2499,668
975,1467,1843,2509,672
979,1464,1848,2496,668
974,1461,1843,2506,667
976,1463,1845,2502,671
977,1469,1848,2498,665
973,1465,1848,2498,673
978,1467,1847,2511,672
976,1472,1851,2498,670
978,1472,1854,2503,670
979,1469,1852,2500,679
977,1462,1837,2494,669
971,1459,1844,2499,668
969,1467,1842,2482,676
972,1471,1845,2507,672
975,1460,1847,2501,670
980,1464,1843,2497,667
970,1461,1843,2498,673
984,1471,1843,2504,666
971,1461,1838,2493,671
970,1478,1836,2489,668
970,1457,1830,2485,670
980,1466,1850,2504,670
978,1466,1845,2499,668
972,1473,1842,2500,673
968,1451,1846,2495,671
978,1459,1845,2496,672
976,1467,1847,2492,668
970,1466,1843,2495,676
975,1466,1842,2489,673
968,1462,1848,2492,666
978,1466,1848,2489,676
969,1462,1847,2495,677
979,1467,1850,2490,668
970,1461,1847,2494,673
975,1465,1852,2492,673
970,1460,1848,2478,672
973,1468,1837,2492,677
973,1462,1835,2492,668
971,1462,1832,2485,674
970,1462,1837,2485,674
977,1464,1834,2501,672
976,1461,1834,2492,665
973,1462,1843,2487,673
965,1457,1842,2497,670
973,1464,1841,2476,668
972,1459,1842,2491,671
973,1462,1835,2489,672
973,1461,1842,2482,670
974,1458,1844,2488,670
969,1458,1833,2488,674
977,1477,1843,2502,668
974,1465,1839,2496,673
971,1468,1848,2492,672
969,1467,1846,2489,673
974,1467,1843,2492,668
974,1458,1840,2473,667
974,1468,1828,2487,670
968,1463,1841,2488,668
977,1452,1842,2485,669
973,1472,1824,2492,668
970,1460,1846,2482,673
975,1467,1842,2479,667
971,1466,1842,2498,669
979,1472,1851,2482,668
980,1472,1840,2494,673
971,1464,1839,2484,671
970,1460,1842,2488,674
973,1463,1838,2483,667
979,1463,1833,2488,670
971,1459,1837,2478,668
976,1460,1846,2483,666
975,1465,1845,2491,668
985,1462,1846,2484,671
976,1464,1831,2484,667
967,1460,1843,2492,668
979,1463,1842,2488,676
966,1466,1827,2479,670
975,1466,1830,2491,668
973,1469,1832,2472,662
974,1460,1833,2480,665
972,1465,1842,2488,673
974,1463,1834,2490,664
971,1457,1841,2484,674
985,1457,1838,2482,669
971,1466,1838,2483,671
975,1460,1839,2484,671
971,1463,1836,2495,667
979,1465,1847,2488,671
973,1466,1838,2476,666
970,1461,1841,2493,673
968,1454,1833,2493,668
971,1462,1830,2488,673
979,1470,1840,2489,667
974,1468,1833,2486,672
973,1464,1837,2486,670
970,1455,1832,2483,670
975,1461,1840,2488,667
972,1467,1839,2494,677
973,1461,1855,2489,674
976,1459,1849,2492,672
976,1470,1845,2492,674
982,1479,1853,2505,671
989,1496,1870,2519,673
1010,1521,1892,2554,681
1014,1538,1927,2591,678
1025,1563,1941,2602,684
1034,1562,1941,2616,681
1027,1563,1947,2621,679
1041,1551,1936,2622,681
1034,1563,1943,2615,683
1031,1561,1939,2621,676
1037,1564,1937,2617,683
1038,1559,1944,2623,683
1036,1557,1935,2605,685
1032,1557,1946,2600,679
1024,1548,1934,2598,677
1019,1554,1934,2592,675
1020,1540,1918,2587,680
1020,1534,1916,2587,678
1014,1527,1904,2588,681
1017,1550,1932,2599,681
1031,1561,1942,2608,684
1035,1577,1951,2630,683
1041,1575,1963,2628,678
1054,1578,1962,2631,681
1036,1574,1970,2632,685
1047,1582,1967,2626,681
1035,1580,1962,2638,688
1043,1581,1973,2650,687
1045,1586,1967,2632,686
1043,1588,1967,2632,683
1044,1581,1979,2652,689
1046,1592,1962,2639,687
1043,1581,1975,2647,683
1046,1580,1961,2639,684
1046,1580,1971,2646,681
1043,1586,1963,2647,686
1041,1584,1971,2637,685
1048,1584,1962,2637,683
1046,1583,1971,2633,685
1045,1582,1967,2630,685
1044,1577,1966,2641,684
1049,1584,1971,2636,685
1047,1580,1971,2644,683
1048,1597,1969,2647,684
1044,1587,1972,2641,687
1043,1587,1971,2637,688
1047,1579,1972,2645,687
1049,1588,1975,2641,683
1047,1584,1972,2636,685
1045,1587,1970,2649,682
1043,1580,1967,2651,681
1051,1578,1975,2648,683
1051,1588,1972,2650,688
1050,1590,1969,2645,686
1050,1585,1971,2648,685
1053,1590,1979,2637,685
1054,1594,1969,2639,686
1050,1593,1977,2644,688
1048,1591,1981,2646,681
1052,1590,1989,2645,685
1044,1590,1973,2642,688
1052,1586,1971,2641,680
1049,1586,1974,2650,676
1048,1583,1977,2642,680
1046,1582,1959,2640,684
1049,1591,1972,2644,680
1054,1583,1966,2650,686
1044,1580,1961,2631,680
1046,1576,1971,2638,683
1045,1587,1971,2652,682
1045,1576,1966,2637,683
1045,1583,1969,2635,684
1046,1571,1966,2645,682
1037,1576,1977,2651,680
1047,1579,1967,2642,688
1044,1589,1969,2635,688
1041,1581,1962,2641,686
1039,1576,1965,2633,680
1038,1573,1960,2637,683
1039,1572,1958,2637,688
1038,1575,1958,2630,690
1035,1577,1953,2624,686
1036,1571,1948,2631,684
1043,1574,1950,2616,677
1039,1568,1953,2630,685
1027,1570,1951,2619,681
1029,1572,1943,2604,683
1031,1562,1937,2613,682
1026,1556,1944,2608,678
1036,1563,1955,2614,682
1029,1558,1946,2610,680
1035,1561,1951,2613,678
1029,1550,1935,2617,680
1028,1561,1936,2613,682
1023,1547,1937,2612,680
1018,1555,1935,2604,684
1025,1554,1934,2607,677
1028,1548,1940,2602,679
1021,1558,1946,2607,681
1017,1543,1934,2596,680
1027,1553,1931,2606,682
1029,1542,1929,2597,672
1023,1543,1929,2601,677
1014,1539,1935,2590,682
1019,1548,1926,2594,679
1015,1540,1926,2585,678
1017,1535,1923,2578,682
1014,1543,1927,2592,678
1011,1539,1922,2587,677
1010,1540,1918,2590,683
1018,1539,1921,2596,680
1029,1563,1941,2616,680
1037,1583,1975,2633,683
1058,1615,2011,2681,683
1073,1632,2009,2695,687
1074,1629,2023,2702,681
1076,1632,2013,2705,693
1078,1633,2020,2703,690
1070,1628,2016,2697,688
1074,1627,2011,2701,688
1071,1634,2019,2708,695
1065,1620,2014,2685,697
1070,1620,2012,2699,687
1055,1616,2011,2684,685
1054,1612,2006,2676,684
1063,1601,1998,2684,687
1051,1608,1999,2695,692
1056,1613,1998,2688,686
1056,1601,1989,2675,692
1046,1597,1988,2668,688
1056,1592,1997,2679,684
1056,1605,1997,2675,688
1051,1600,1992,2665,684
1053,1603,1993,2674,689
1064,1599,1992,2668,686
1060,1606,1996,2671,686
1061,1613,1987,2679,684
1059,1599,1994,2677,687
1060,1604,1985,2671,689
1062,1603,1992,2668,690
1061,1603,1981,2665,690
1065,1597,1992,2669,690
1065,1610,1992,2669,686
1061,1606,2006,2667,690
1064,1597,1984,2663,684
1070,1608,1991,2660,685
1069,1603,1993,2663,689
1066,1612,1991,2681,684
1065,1615,2005,2670,688
1075,1615,2002,2681,685
1072,1616,2000,2674,692
1065,1621,1999,2685,680
1067,1622,2008,2666,687
1066,1627,1999,2677,681
1069,1624,2001,2673,682
1061,1611,2002,2673,687
1069,1632,2002,2680,690
1067,1616,2002,2678,686
1070,1622,2008,2672,689
1072,1621,2008,2680,687
